objectid,filename,title,creator,date,description,format,subject,grouping,distinction,location,collection_grouping_location_notes,accession_number,museum_entry link,collection number,file count,artist,culture,country,earliest_date,latest_date,style_or_period,materials_or_techniques,measurements[67431],creation_or_discovery site,photographer,relationships,rights,license_info
SSID24848206_P7280270.JPG,https://archive.org/download/SSID24848206_P7280270.JPG/SSID24848206_P7280270.JPG,Clarinet Collection,Timothy Moore Project Collection,7/29/17,A case of clarinet-type instruments from various cultures,image/jpeg,music;clarinet; double clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-272240,,1,,,Africa or Asia,,1892,,"bird bone, string, reed, wax, bead",50 mm,,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842641_P7280310.JPG,https://archive.org/download/SSID24842641_P7280310.JPG/SSID24842641_P7280310.JPG,Bagpipes,Timothy Moore Project Collection,7/29/17,(Top left) Bagpipes with a long red tassel,image/jpeg,music;bagpipes; wind; ethnomusicology;Attic red figure vase,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1957.7.1.1B,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40865,,1,,Spanish,Spain,,1957,,"wood, rubber, textile, cane, aluminum","660 mm drone, 300 mm chanter","Santiago de Compostela, Galicia, Spain",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842638_P7280307b.JPG,https://archive.org/download/SSID24842638_P7280307b.JPG/SSID24842638_P7280307b.JPG,Hne,Timothy Moore Project Collection,7/29/17,"(Bottom right) An oboe-like instrument called a hne, with a brass bell that fits loosely over the end of the pipe",image/jpeg,music;oboe; wind; ethnomusicology; Attic red figure vase,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1886.15.20,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41981,,1,,Burman,Myanmar,,1886,,brass,"534 mm, 54 mm mouthpiece, Diameter 118 mm bell, 196 mm bell",,,P7280307a,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842637_P7280307a.JPG,https://archive.org/download/SSID24842637_P7280307a.JPG/SSID24842637_P7280307a.JPG,Oboe,Timothy Moore Project Collection,7/29/17,(Center) Oboe of turned wood with a brass bell and 7 finger holes,image/jpeg,music;oboe; wind; ethnomusicology; Attic red figure vase,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1884.111.40,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-150977,,1,,Indian,India,,1874,,"wood, brass","Diameter 88 mm bell, Diameter 34 mm pirouette, Length: max 476 mm, Length 96 mm mouthpiece",,,P7280307b,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842636_P7280304.JPG,https://archive.org/download/SSID24842636_P7280304.JPG/SSID24842636_P7280304.JPG,Oboe,Timothy Moore Project Collection,7/29/17,(Middle) Small oboe of turned wood with a bell-shaped end,image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1884.111.41,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-150978,,1,,Chinese,China,1800,1884,,"wood, brass, reed","Diameter 78 mm bell, Diameter 34 mm pirouette, Length: max 289 mm, Length 46 mm mouthpiece",,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842635_P7280257.JPG,https://archive.org/download/SSID24842635_P7280257.JPG/SSID24842635_P7280257.JPG,Zummara(h); double clarinet,Timothy Moore Project Collection,7/29/17,"Reed double clarinet with two pipes joined by string and pitch; one reed is missing, and the pipes have 5 finger holes each",image/jpeg,music;clarinet; double clarinet; zummara(h); wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1890.25.4,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40997,,1,,"Egyptian, Coptic",Egypt,700,800,,"reed, string, pitch",Length: max 155 mm,"El Lahun, Egypt",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842633_P7280271.JPG,https://archive.org/download/SSID24842633_P7280271.JPG/SSID24842633_P7280271.JPG,Metal clarinet,Timothy Moore Project Collection,7/29/17,A metal clarinet with a brass tongue,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1908.46.4,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40978,,1,,Italian,Italy,,1907,,"metal, brass",Length: max 155 mm,Naples,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842632_P7280264.JPG,https://archive.org/download/SSID24842632_P7280264.JPG/SSID24842632_P7280264.JPG,Na kpak (clarinet),Timothy Moore Project Collection,7/29/17,"A clarinet with a lateral single-beating reed, a single finger hole, and a strychnos fruit-shell with perforations at each end",image/jpeg,music;clarinet; wind; Africa; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1935.35.3,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40904,,1,,"African, Ghanaian",Ghana,,1935,,"reed, strychnos fruit-shell",Length: max 670 mm,"Tallensi, Tong Hills, Gold Coast, Ghana",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842631_P7280259c.JPG,https://archive.org/download/SSID24842631_P7280259c.JPG/SSID24842631_P7280259c.JPG,Zummara(h); double clarinet,Timothy Moore Project Collection,7/29/17,"(Right) double clarinet with two white bird-bone pipes with six finger holes each; the pipes are held together by string and bees' wax, and there are colored beads in the bees' wax",image/jpeg,music;clarinet; double clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,,1893.63.2,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41012,,1,,"African, Arab",Egypt,,1892,,"bird-bone, string, beeswax","Length: max 50 mm [.3], Length: max 50 mm [.2], Length: max 250 mm [.1]",,,"P7280259a, P7280259b",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842629_P7280259b.JPG,https://archive.org/download/SSID24842629_P7280259b.JPG/SSID24842629_P7280259b.JPG,Reed clarinet,Timothy Moore Project Collection,7/29/17,(Middle) Reed clarinet with six finger holes and a tin bell,image/jpeg,music;clarinet; wind;  ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1886.17.4,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40899,,1,,"African, Egyptian, Arab",Egypt,,1886,,"reed, tin","Length 240 mm pipe and reed, Length: max 372 mm, Diameter 45 mm bell",,,"P7280259a, P7280259c",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842628_P7280259a.JPG,https://archive.org/download/SSID24842628_P7280259a.JPG/SSID24842628_P7280259a.JPG,Arghul (arghool); clarinet and drone of two reeds,Timothy Moore Project Collection,7/29/17,"(Left) Clarinet and drone in two reeds. The chanter is in two parts, the drone of four, the lower two removeable. The sounding reeds have tongues split from below upwards.",image/jpeg,music;clarinet; double clarinet; drone; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1886.17.3,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-209183,,1,,"African, Egyptian, Arab",Egypt,,,,"reed, string","Length 247 mm chanter, Length 514 mm drone",,,"P7280259b, P7280259c",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842627_P7280311.JPG,https://archive.org/download/SSID24842627_P7280311.JPG/SSID24842627_P7280311.JPG,Bagpipes,Timothy Moore Project Collection,7/29/17,A case full of bagpipes from various cultures,image/jpeg,music;bagpipes; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40766,,1,,Algerian,Algeria,,,,"bird bone, animal skin","Length: max 510 mm, Length: max 197 mm blow pipe, Length: max 110 mm chanter",,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842626_P7280305.JPG,https://archive.org/download/SSID24842626_P7280305.JPG/SSID24842626_P7280305.JPG,Oboe,Timothy Moore Project Collection,7/29/17,"Brass-mounted oboe for temple use, with 7 finger holes and a thumb hole, and a brass bell and mouthpiece. A double chain secures the mouthpiece and bell to the wooden shaft. There are 7 brass rings around the shaft.",image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1921.31.13,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42000,,1,,Tibetan,Tibet,,,,"wood, brass","Length 82 mm mouthpiece, Length 192 mm bell, Length: max 593 mm, Diameter 130 mm bell",,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842624_P7280299.JPG,https://archive.org/download/SSID24842624_P7280299.JPG/SSID24842624_P7280299.JPG,Oleh-oleh-an,Timothy Moore Project Collection,7/29/17,"An oboe-like instrument called an oleh-oleh-an, made of a spiral twist of coconut palm leaf, fastened at base by safety pin, conical bore. In upper end, it has a rice stalk reed with slits, forming a multiple retreating reed.",image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1905.29.2,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42041,,1,,Sundanese,Indonesia,,,,"palm leaf, rice, metal","Length: max 220 mm, Diameter 45 mm bell","West Java, Indonesia",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842623_P7280298.JPG,https://archive.org/download/SSID24842623_P7280298.JPG/SSID24842623_P7280298.JPG,Model musician with Burmese oboe,Timothy Moore Project Collection,7/29/17,A bronze model of a seated Burmese oboe player,image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1927.75.4,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-43206,,1,,Burman,Myanmar,,,,bronze,,"Bago, Myanmar",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842621_P7280273b.JPG,https://archive.org/download/SSID24842621_P7280273b.JPG/SSID24842621_P7280273b.JPG,(Right) Clarinet,Timothy Moore Project Collection,7/29/17,A reed clarinet with four fingerholes and one thumb hole,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1938.34.326,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40955,,1,,Ibizan,Spain,,,,reed,Length: max 201 mm,"Ibiza, Balearic Islands, Spain",,P7280273a,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842620_P7280273a.JPG,https://archive.org/download/SSID24842620_P7280273a.JPG/SSID24842620_P7280273a.JPG,(Left) Double clarinet,Timothy Moore Project Collection,7/29/17,A double clarinet; one pipe has five visible holes and the other has one,image/jpeg,music;double clarinet; clarinet; wind; extant; ethnomusicology; drone,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1938.34.331,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41036,,1,,Hungarian,Hungary,,,,reed(?),Length: max 380 mm,Hungary,,P7280273b,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842618_P7280272.JPG,https://archive.org/download/SSID24842618_P7280272.JPG/SSID24842618_P7280272.JPG,Lead clarinet,Timothy Moore Project Collection,7/29/17,A clarinet made of lead with a brass tongue,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection ,1908.46.1,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40977,,1,,Italian,Italy,,,,"lead, brass",Length: max 380 mm,Naples,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842617_P7280266.JPG,https://archive.org/download/SSID24842617_P7280266.JPG/SSID24842617_P7280266.JPG,Double clarinet,Timothy Moore Project Collection,7/29/17,Double clarinet with a mouthpiece and bell made of cows' horns,image/jpeg,music;clarinet; double clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1926.26.1,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41038,,1,,Basque,Spain,,,,"reed, cow horn","Length 150 mm pipes, Length 50 mm longer reed, Length 40 mm shorter reed, Length: max 270 mm","Gorbea, Spain",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842615_P7280306.JPG,https://archive.org/download/SSID24842615_P7280306.JPG/SSID24842615_P7280306.JPG,Oboe reeds,Timothy Moore Project Collection,7/29/17,Oboe reeds from a variety of locations including Calabria (B) and China (E),image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,,,,,1,,,China or Italy,,,,"willow bark (A), reed",,,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842614_P7280302.JPG,https://archive.org/download/SSID24842614_P7280302.JPG/SSID24842614_P7280302.JPG,Oboe,Timothy Moore Project Collection,7/29/17,(Top) A bamboo oboe with 7 finger holes on the front and 2 on the back. The inside is lacquered red and black. The bamboo reed has paper binding.,image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1938.34.354,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42780,,1,,Japanese,Japan,,,,"bamboo, lacquer, textile, ink, reed, paper","Length: max 180 mm, Length: max 220 mm, Diameter: max 12 mm, Length: max 55 mm","Osaka, Japan",,P7280303,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842612_P7280289.JPG,https://archive.org/download/SSID24842612_P7280289.JPG/SSID24842612_P7280289.JPG,Chirimia,Timothy Moore Project Collection,7/29/17,"An oboe-like instrument called a chirimia, or a Spanish-type shawm",image/jpeg,music;oboe; wind; ethnomusicology; shawm,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1972.7.12,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41972,,1,,Quiché Maya,Guatemala,,,,"wood, tin, cotton yarn","Length: max 370 mm, Diameter 43 mm bell, Length 93 mm reed","Chichicastenango, Guatemala",,P7280288,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842611_P7280317e.JPG,https://archive.org/download/SSID24842611_P7280317e.JPG/SSID24842611_P7280317e.JPG,Fragment of painted wall,Timothy Moore Project Collection,7/29/17,"(Top row, right) Fragment of a painted wall, showing a naked female figure riding a hippocampus with a cherub flying behind her",image/jpeg,non-music;hippocampus,Collection,non-music,Oxford Pitt Rivers Museum ,,1884.140.980,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-221666,,1,,Roman,Italy,,,,"pigment, stone","Width: max 286 mm, Length: max 253 mm","Farnese Palace, Rome, Lazio, Italy",,"P7280317a, P7280317b, P7280317c, P7280317d",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842610_P7280317d.JPG,https://archive.org/download/SSID24842610_P7280317d.JPG/SSID24842610_P7280317d.JPG,Fragment of painted wall,Timothy Moore Project Collection,7/29/17,"(Top row, second from right) Fragment of a painted wall with a red background and a naked female figure dancing and holding a length of blue fabric",image/jpeg,music;dance; dancing,Collection,music,Oxford Pitt Rivers Museum ,,1884.140.977,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-221663,,1,,Roman,Italy,,,,"pigment, stone",Length x Width: max 220 x 194 mm,"Farnese Palace, Rome, Lazio, Italy",,"P7280317a, P7280317b, P7280317c, P7280317e",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842607_P7280317c.JPG,https://archive.org/download/SSID24842607_P7280317c.JPG/SSID24842607_P7280317c.JPG,Fragment of painted wall,Timothy Moore Project Collection,7/29/17,"(Top row, third from left) Fragment of a painted wall, depicting a naked  figure holding a length of blue fabric and a drum",image/jpeg,music;tympanon; percussion,Collection,music,Oxford Pitt Rivers Museum ,,1884.140.976,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-221650,,1,,Roman,Italy,,,,"pigment, stone",Length x Width: max 226 x 115 mm,"Farnese Palace, Rome, Lazio, Italy",,"P7280317a, P7280317b, P7280317d, P7280317e, P7280318c",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842606_P7280317b.JPG,https://archive.org/download/SSID24842606_P7280317b.JPG/SSID24842606_P7280317b.JPG,Fragment of painted wall,Timothy Moore Project Collection,7/29/17,"(Top row, second from left) Fragment of painted wall, depicting a naked female figure with a basket on her head and a long length of yellow fabric, holding a thyrsus",image/jpeg,non-music;Bacchant; maenads,Collection,non-music,Oxford Pitt Rivers Museum ,,1884.140.979,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-221665,,1,,Roman,Italy,,,,"pigment, stone",Length x Width: max 194 x 125 mm,"Farnese Palace, Rome, Lazio, Italy",,"P7280317a, P7280317c, P7280317d, P7280317e, P7280318b",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842605_P7280317a.JPG,https://archive.org/download/SSID24842605_P7280317a.JPG/SSID24842605_P7280317a.JPG,Fragment of painted wall,Timothy Moore Project Collection,7/29/17,"(Top row, left) Fragment of a painted wall depicting a face with several musical instruments behind it, including horns, a lyre, panpipes, and crotala",image/jpeg,music;tuba; trumpet; brass; syrinx; panpipe; wind; lyre; string; crotala; percussion,Collection,music,Oxford Pitt Rivers Museum ,,1884.140.978,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-221664,,1,,Roman,Italy,,,,"pigment, stone",Length x Width: max 125 x 100 mm,"Farnese Palace, Rome, Lazio, Italy",,"P7280317b, P7280317c, P7280317d, P7280317e, P7280318a",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842603_P7280303.JPG,https://archive.org/download/SSID24842603_P7280303.JPG/SSID24842603_P7280303.JPG,Oboe,Timothy Moore Project Collection,7/29/17,(Top) A bamboo oboe with 7 finger holes on the front and 2 on the back. The inside is lacquered red and black. The bamboo reed has paper binding.,image/jpeg,music;oboe; wind; ethnomusicology,Alternate Angles,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1938.34.354,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42780,,1,,Japanese,Japan,,,,"bamboo, lacquer, textile, ink, reed, paper","Length: max 180 mm, Length: max 220 mm, Diameter: max 12 mm, Length: max 55 mm","Osaka, Japan",,P7280302,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842602_P7280288.JPG,https://archive.org/download/SSID24842602_P7280288.JPG/SSID24842602_P7280288.JPG,Chirimia,Timothy Moore Project Collection,7/29/17,"An oboe-like instrument called a chirimia, or a Spanish-type shawm",image/jpeg,music;oboe; wind; ethnomusicology; shawm,Alternate Angles,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1972.7.12,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41972,,1,,Quiché Maya,Guatemala,,,,"wood, tin, cotton yarn","Length: max 370 mm, Diameter 43 mm bell, Length 93 mm reed","Chichicastenango, Guatemala",,P7280289,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842600_P7280263b.JPG,https://archive.org/download/SSID24842600_P7280263b.JPG/SSID24842600_P7280263b.JPG,Reed clarinet,Timothy Moore Project Collection,7/29/17,(Bottom) a simple reed clarinet,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1913.13.5,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40894,,1,,Sudanese,Sudan,,,,reed,Length: max 110 mm,"Gebel Moya, Sennar, Sudan",,P7280263a,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842593_P7280263a.JPG,https://archive.org/download/SSID24842593_P7280263a.JPG/SSID24842593_P7280263a.JPG,Clarinet with two finger-holes,Timothy Moore Project Collection,7/29/17,(Top) a clarinet with 2 finger holes,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1914.53.5,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40968,,1,,Turkish,Cyprus,,,,reed,Length: max 124 mm,"Lapithos, Cyprus",,P7280263b,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842591_P7280315.JPG,https://archive.org/download/SSID24842591_P7280315.JPG/SSID24842591_P7280315.JPG,Whithorns,Timothy Moore Project Collection,7/29/17,Three whithorns made of willowbark. Whithorns were blown to wake people up to go on a deer hunt in Wychwood Forest. The residents of Ducklington and other villages were allowed to hunt and kill a stag during Whitsuntide. The twisted bark is pinned with thorns and a reed is inserted in the narrow end. It probably made a tooting sound.,image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1902.16.7; 1903.130.22.1; 1903.130.22.2,Link 1: https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42009 Link 2: https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42010 Link 3: https://www.prm.ox.ac.uk/collections-online#/item/prm-object-42011,,1,,English,England,1801,1900,,"willow bark, reed, thorns","Diameter 45 mm bell, Length: max 203 mm","Ducklington, Oxfordshire, England",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842590_P7280314.JPG,https://archive.org/download/SSID24842590_P7280314.JPG/SSID24842590_P7280314.JPG,Panpipes,Timothy Moore Project Collection,7/29/17,A case full of panpipes from various cultures,image/jpeg,music;panpipes; syrinx; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,,,,1,,,,,,,,,,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842589_P7280300.JPG,https://archive.org/download/SSID24842589_P7280300.JPG/SSID24842589_P7280300.JPG,Oboe,Timothy Moore Project Collection,7/29/17,"Oboe with a brass bell, a wooden tube with 7 finger holes, and palm leaf reed",image/jpeg,music;oboe; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1934.12.43a,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-41987,,1,,Indian,India,,,,"brass, wood, palm leaf","Diameter: max 117 mm, Length: max 280 mm","Darjeeling, West Bengal, India",,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842587_P7280275d.JPG,https://archive.org/download/SSID24842587_P7280275d.JPG/SSID24842587_P7280275d.JPG,(Far right) Clarinet,Timothy Moore Project Collection,7/29/17,A clarinet that appears to be made of reed,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1938.34.316,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40938,,1,,Taiwanese,Taiwan,,,,reed(?),Length: max 232 mm,,,"P7280275a, P7280275b, P7280275c",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842585_P7280275c.JPG,https://archive.org/download/SSID24842585_P7280275c.JPG/SSID24842585_P7280275c.JPG,(Second from the right) clarinet,Timothy Moore Project Collection,7/29/17,A clarinet that appears to be made of reed,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1904.13.7,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40985,,1,,Malaysian,Malaysia,,1904,,bamboo plant,Length: max 295 mm,,,"P7280275a, P7280275b, P7280275d",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842583_P7280275b.JPG,https://archive.org/download/SSID24842583_P7280275b.JPG/SSID24842583_P7280275b.JPG,(Second from the left) clarinet,Timothy Moore Project Collection,7/29/17,A clarinet that appears to be made of reed,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1902.43.3,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40935,,1,,Chinese,China,,,,reed(?),Length: max 176 mm,"Shanghai, China",,"P7280275a, P7280275c, P7280275d",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842582_P7280275a.JPG,https://archive.org/download/SSID24842582_P7280275a.JPG/SSID24842582_P7280275a.JPG,(Far left) Clarinet-like instrument,Timothy Moore Project Collection,7/29/17,A clarinet-like instrument with a flared bottom,image/jpeg,music;clarinet; wind; ethnomusicology; double clarinet; drone,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,1928.69.1527,https://www.prm.ox.ac.uk/collections-online#/item/prm-object-40915,,1,,,,,,,reed(?),Length: max 330 mm,,,"P7280275b, P7280275c, P7280275d",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID24842581_P7280274.JPG,https://archive.org/download/SSID24842581_P7280274.JPG/SSID24842581_P7280274.JPG,Clarinets,Timothy Moore Project Collection,7/29/17,A case full of clarinet-type instruments from various cultures,image/jpeg,music;clarinet; wind; ethnomusicology,Collection,music,Oxford Pitt Rivers Museum ,Reed instrument collection,,,,1,,,,,,,,,,,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
