objectid,filename,title,title,description,format,subject,grouping,location,latitude,longitude,collection_grouping_location_notes,accession_number,museum_entry_link,collection_number,file_count,artist,culture,country,date_photographed,earliest_date,latest_date,date,year,style_or_period,materials_or_techniques,measurements,creation_or_discovery_site,tags,photographer,relationships,rights,license_info,,,,,,,,,,,,,
SSID19334344_000362838_3600.jpg,https://archive.org/download/SSID19334344_000362838_3600.jpg/SSID19334344_000362838_3600.jpg,"""Horace's Villa""","""Horace's Villa""","""Horace's villa"".",image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,,,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334343_000362837_3600.jpg,https://archive.org/download/SSID19334343_000362837_3600.jpg/SSID19334343_000362837_3600.jpg,Capri Villa Iovis Tiberius' Villa,Capri Villa Iovis Tiberius' Villa,Capri Villa Iovis Tiberius' Villa.,image/jpeg,varia;landscape,Alternate Angles,,,,Capri Villa Iovis Tiberius' Villa Alternate Angles,,,,1,,,,Not Available,,,,,,,,,,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334342_000362836_3600.jpg,https://archive.org/download/SSID19334342_000362836_3600.jpg/SSID19334342_000362836_3600.jpg,Capri Villa Iovis Tiberius' Villa,Capri Villa Iovis Tiberius' Villa,Capri Villa Iovis Tiberius' Villa.,image/jpeg,varia;landscape,Alternate Angles,,,,Capri Villa Iovis Tiberius' Villa Alternate Angles,,,,1,,,,Not Available,,,,,,,,,,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334341_000362835_3600.jpg,https://archive.org/download/SSID19334341_000362835_3600.jpg/SSID19334341_000362835_3600.jpg,Rome Palatine Cryptoporticus,Rome Palatine Cryptoporticus,Rome Palatine Cryptoporticus.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,,,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334340_000362834_3600.jpg,https://archive.org/download/SSID19334340_000362834_3600.jpg/SSID19334340_000362834_3600.jpg,Athens Parthenon,Athens Parthenon,Athens Parthenon.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Athens, Periféreia Protevoúsis, Greece",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334339_000362833_3600.jpg,https://archive.org/download/SSID19334339_000362833_3600.jpg/SSID19334339_000362833_3600.jpg,Pompeii,Pompeii,Pompeii.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334338_000362832_3600.jpg,https://archive.org/download/SSID19334338_000362832_3600.jpg/SSID19334338_000362832_3600.jpg,Pompeii Amphitheater,Pompeii Amphitheater,Pompeii amphitheater.,image/jpeg,varia;landscape; theater,Alternate Angles,,,,Pompeii Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334337_000362831_3600.jpg,https://archive.org/download/SSID19334337_000362831_3600.jpg/SSID19334337_000362831_3600.jpg,Fiesole Etruscan Wall,Fiesole Etruscan Wall,Fiesole Etruscan Wall.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334336_000362830_3600.jpg,https://archive.org/download/SSID19334336_000362830_3600.jpg/SSID19334336_000362830_3600.jpg,Pompeii Small Theater Inscription with Architect's Name,Pompeii Small Theater Inscription with Architect's Name,Pompeii small theater inscription with architect's name.,image/jpeg,varia;theater,Collection,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334335_000362829_3600.jpg,https://archive.org/download/SSID19334335_000362829_3600.jpg/SSID19334335_000362829_3600.jpg,Pompeii Small Theater,Pompeii Small Theater,Pompeii small theater.,image/jpeg,varia;landscape; theater,Collection,,,,Pompeii Theater ,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334334_000362828_3600.jpg,https://archive.org/download/SSID19334334_000362828_3600.jpg/SSID19334334_000362828_3600.jpg,Pompeii Small Theater,Pompeii Small Theater,Pompeii small theater.,image/jpeg,varia;landscape; theater,Collection,,,,Pompeii Theater ,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334333_000362827_3600.jpg,https://archive.org/download/SSID19334333_000362827_3600.jpg/SSID19334333_000362827_3600.jpg,Pompeii Small Theater Sculpture,Pompeii Small Theater Sculpture,Pompeii small theater sculpture.,image/jpeg,varia;theater,Alternate Angles,,,,Pompeii Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334332_000362826_3600.jpg,https://archive.org/download/SSID19334332_000362826_3600.jpg/SSID19334332_000362826_3600.jpg,Pompeii Theater,Pompeii Theater,Pompeii theater.,image/jpeg,varia;landscape; theater,Collection,,,,Pompeii Theater ,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334331_000362825_3600.jpg,https://archive.org/download/SSID19334331_000362825_3600.jpg/SSID19334331_000362825_3600.jpg,Pompeii Theater,Pompeii Theater,Pompeii theater.,image/jpeg,varia;landscape; theater,Collection,,,,Pompeii Theater ,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334330_000362824_3600.jpg,https://archive.org/download/SSID19334330_000362824_3600.jpg/SSID19334330_000362824_3600.jpg,Rome Theater of Marcellus Temple of Apollo,Rome Theater of Marcellus Temple of Apollo,Rome Theater of Marcellus Temple of Apollo.,image/jpeg,varia;landscape; theater,Alternate Angles,,,,Rome Theater of Marcellus Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Rome, Roma, Lazio, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334329_000362823_3600.jpg,https://archive.org/download/SSID19334329_000362823_3600.jpg/SSID19334329_000362823_3600.jpg,Rome Theater of Marcellus,Rome Theater of Marcellus,Rome Theater of Marcellus.,image/jpeg,varia;landscape; theater,Alternate Angles,,,,Rome Theater of Marcellus Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Rome, Roma, Lazio, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334328_000362822_3600.jpg,https://archive.org/download/SSID19334328_000362822_3600.jpg/SSID19334328_000362822_3600.jpg,Fiesole Theater Entrance,Fiesole Theater Entrance,Fiesole theater entrance.,image/jpeg,varia;theater,Alternate Angles,,,,Fiesole Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334327_000362821_3600.jpg,https://archive.org/download/SSID19334327_000362821_3600.jpg/SSID19334327_000362821_3600.jpg,Fiesole Theater,Fiesole Theater,Fiesole Theater.,image/jpeg,varia;theater,Alternate Angles,,,,Fiesole Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334326_000362820_3600.jpg,https://archive.org/download/SSID19334326_000362820_3600.jpg/SSID19334326_000362820_3600.jpg,Fiesole Theater,Fiesole Theater,Fiesole theater.,image/jpeg,varia;theater,Alternate Angles,,,,Fiesole Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334325_000362819_3600.jpg,https://archive.org/download/SSID19334325_000362819_3600.jpg/SSID19334325_000362819_3600.jpg,Fiesole Theater,Fiesole Theater,Fiesole theater.,image/jpeg,varia;theater,Alternate Angles,,,,Fiesole Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334324_000362818_3600.jpg,https://archive.org/download/SSID19334324_000362818_3600.jpg/SSID19334324_000362818_3600.jpg,Verona Theater,Verona Theater,Verona Theater.,image/jpeg,varia;theater,Alternate Angles,,,,Verona Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Verona, Verona, Veneto, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334323_000362817_3600.jpg,https://archive.org/download/SSID19334323_000362817_3600.jpg/SSID19334323_000362817_3600.jpg,Verona Theater and Roman Bridge,Verona Theater and Roman Bridge,Verona Theater and Roman Bridge.,image/jpeg,varia;theater,Alternate Angles,,,,Verona Theater Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Verona, Verona, Veneto, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334322_000362816_3600.jpg,https://archive.org/download/SSID19334322_000362816_3600.jpg/SSID19334322_000362816_3600.jpg,Pompeii Palaestra,Pompeii Palaestra,Pompeii palaestra.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334321_000362815_3600.jpg,https://archive.org/download/SSID19334321_000362815_3600.jpg/SSID19334321_000362815_3600.jpg,Pompeii Palaestra,Pompeii Palaestra,Pompeii palaestra.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334320_000362814_3600.jpg,https://archive.org/download/SSID19334320_000362814_3600.jpg/SSID19334320_000362814_3600.jpg,Pompeii Palaestra,Pompeii Palaestra,Pompeii palaestra.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334319_000362813_3600.jpg,https://archive.org/download/SSID19334319_000362813_3600.jpg/SSID19334319_000362813_3600.jpg,Piazza Armerina Entrance to Baths Mosaic Family Going to Baths,Piazza Armerina Entrance to Baths Mosaic Family Going to Baths,Piazza Armerina entrance to baths mosaic family going to baths.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Piazza Armerina, Enna, Sicily, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334318_000362812_3600.jpg,https://archive.org/download/SSID19334318_000362812_3600.jpg/SSID19334318_000362812_3600.jpg,Piazza Armerina Narthex to Baths Salone Del Circo Circus Maximus Mosaic,Piazza Armerina Narthex to Baths Salone Del Circo Circus Maximus Mosaic,Piazza Armerina narthex to baths salone del circo Circus Maximus mosaic.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Piazza Armerina, Enna, Sicily, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334317_000362811_3600.jpg,https://archive.org/download/SSID19334317_000362811_3600.jpg/SSID19334317_000362811_3600.jpg,Piazza Armerina Bath Complex,Piazza Armerina Bath Complex,Piazza Armerina bath complex.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Piazza Armerina, Enna, Sicily, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334316_000362810_3600.jpg,https://archive.org/download/SSID19334316_000362810_3600.jpg/SSID19334316_000362810_3600.jpg,Pompeii Stabian Baths,Pompeii Stabian Baths,Pompeii Stabian Baths.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334315_000362809_3600.jpg,https://archive.org/download/SSID19334315_000362809_3600.jpg/SSID19334315_000362809_3600.jpg,Pompeii Stabian Baths Palaestra,Pompeii Stabian Baths Palaestra,Pompeii Stabian Baths Palaestra.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334314_000362808_3600.jpg,https://archive.org/download/SSID19334314_000362808_3600.jpg/SSID19334314_000362808_3600.jpg,Pompeii Stabian Baths Ceiling Hypocausts,Pompeii Stabian Baths Ceiling Hypocausts,Pompeii Stabian Baths Ceiling Hypocausts.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334313_000362807_3600.jpg,https://archive.org/download/SSID19334313_000362807_3600.jpg/SSID19334313_000362807_3600.jpg,Pompeii Stabian Baths Hypocaust,Pompeii Stabian Baths Hypocaust,Pompeii Stabian baths hypocaust.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334312_000362806_3600.jpg,https://archive.org/download/SSID19334312_000362806_3600.jpg/SSID19334312_000362806_3600.jpg,Pompeii Stabian Baths Hyocaust,Pompeii Stabian Baths Hyocaust,Pompeii Stabian baths hyocaust.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334311_000362805_3600.jpg,https://archive.org/download/SSID19334311_000362805_3600.jpg/SSID19334311_000362805_3600.jpg,Pompeii Stabian Baths Room with Hypocausts,Pompeii Stabian Baths Room with Hypocausts,Pompeii Stabian baths room with hypocausts.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334310_000362804_3600.jpg,https://archive.org/download/SSID19334310_000362804_3600.jpg/SSID19334310_000362804_3600.jpg,Pompeii Stabian Baths Apodyterium,Pompeii Stabian Baths Apodyterium,Pompeii Stabian baths apodyterium.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334309_000362803_3600.jpg,https://archive.org/download/SSID19334309_000362803_3600.jpg/SSID19334309_000362803_3600.jpg,Fiesole Baths Pool,Fiesole Baths Pool,Fiesole baths pool.,image/jpeg,varia;landscape,,,,,,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334308_000362802_3600.jpg,https://archive.org/download/SSID19334308_000362802_3600.jpg/SSID19334308_000362802_3600.jpg,Fiesole Baths Palaestra,Fiesole Baths Palaestra,Fiesole baths palaestra.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334307_000362801_3600.jpg,https://archive.org/download/SSID19334307_000362801_3600.jpg/SSID19334307_000362801_3600.jpg,Fiesole Baths Caldarium Pool Hypocaust,Fiesole Baths Caldarium Pool Hypocaust,Fiesole baths caldarium pool hypocaust.,image/jpeg,varia,Alternate Angles,,,,Fiesole Baths Caldarium Hypocaust Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334306_000362800_3600.jpg,https://archive.org/download/SSID19334306_000362800_3600.jpg/SSID19334306_000362800_3600.jpg,Fiesole Baths Caldarium Hypocausts,Fiesole Baths Caldarium Hypocausts,Fiesole baths caldarium hypocausts.,image/jpeg,varia,Alternate Angles,,,,Fiesole Baths Caldarium Hypocaust Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334305_000362799_3600.jpg,https://archive.org/download/SSID19334305_000362799_3600.jpg/SSID19334305_000362799_3600.jpg,Fiesole Baths Hypocausts,Fiesole Baths Hypocausts,Fiesole baths hypocausts.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334304_000362798_3600.jpg,https://archive.org/download/SSID19334304_000362798_3600.jpg/SSID19334304_000362798_3600.jpg,Fiesole Baths Furnaces,Fiesole Baths Furnaces,Fiesole baths furnaces.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Fiesole, Firenze, Tuscany, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334303_000362797_3600.jpg,https://archive.org/download/SSID19334303_000362797_3600.jpg/SSID19334303_000362797_3600.jpg,Pompeii Drainage Under Street,Pompeii Drainage Under Street,Pompeii drainage under street.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334302_000362796_3600.jpg,https://archive.org/download/SSID19334302_000362796_3600.jpg/SSID19334302_000362796_3600.jpg,Rome Cloaca Maxima,Rome Cloaca Maxima,Rome Cloaca Maxima.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Rome, Roma, Lazio, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334301_000362795_3600.jpg,https://archive.org/download/SSID19334301_000362795_3600.jpg/SSID19334301_000362795_3600.jpg,Pompeii Fountain,Pompeii Fountain,Pompeii fountain.,image/jpeg,varia,Alternate Angles,,,,Pompeii fountain Alternate Angles,,,,1,,,,Not Available,,,,,,,,,,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334300_000362794_3600.jpg,https://archive.org/download/SSID19334300_000362794_3600.jpg/SSID19334300_000362794_3600.jpg,Pompeii Fountain,Pompeii Fountain,Pompeii fountain.,image/jpeg,varia,Alternate Angles,,,,Pompeii fountain Alternate Angles,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334299_000362793_3600.jpg,https://archive.org/download/SSID19334299_000362793_3600.jpg/SSID19334299_000362793_3600.jpg,Pompeii Water Pipe,Pompeii Water Pipe,Pompeii water pipe.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334298_000362792_3600.jpg,https://archive.org/download/SSID19334298_000362792_3600.jpg/SSID19334298_000362792_3600.jpg,Pompeii Aqueduct,Pompeii Aqueduct,Pompeii aqueduct.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334297_000362791_3600.jpg,https://archive.org/download/SSID19334297_000362791_3600.jpg/SSID19334297_000362791_3600.jpg,Pompeii Steps For Pedestrians and Road Block,Pompeii Steps For Pedestrians and Road Block,Pompeii steps for pedestrians and road block.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334296_000362790_3600.jpg,https://archive.org/download/SSID19334296_000362790_3600.jpg/SSID19334296_000362790_3600.jpg,Pompeii Holes For Tying Horses,Pompeii Holes For Tying Horses,Pompeii holes for tying horses.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334295_000362789_3600.jpg,https://archive.org/download/SSID19334295_000362789_3600.jpg/SSID19334295_000362789_3600.jpg,Pompeii Apotropaic Sign,Pompeii Apotropaic Sign,Pompeii apotropaic sign.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334294_000362788_3600.jpg,https://archive.org/download/SSID19334294_000362788_3600.jpg/SSID19334294_000362788_3600.jpg,Pompeii Mosaic Maker's Sign,Pompeii Mosaic Maker's Sign,Pompeii mosaic maker's sign.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
SSID19334293_000362787_3600.jpg,https://archive.org/download/SSID19334293_000362787_3600.jpg/SSID19334293_000362787_3600.jpg,Pompeii Intersection,Pompeii Intersection,Pompeii intersection.,image/jpeg,varia,,,,,,,,,1,,,,Not Available,,,,,,,,"Pompeii, Napoli, Campania, Italy",,Timothy J. Moore,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,,
