objectid,filename,title,title,description,format,subject,grouping,location,latitude,longitude,collection_grouping_location_notes,accession_number,museum_entry_link,collection_number,file_count,artist,culture,country,date_photographed,earliest_date,latest_date,date,year,style_or_period,materials_or_techniques,measurements,creation_or_discovery_site,tags,photographer,relationships,rights,license_info,,,,,,,,,,,,,
SSID23179241_P6240106.JPG,https://archive.org/download/SSID23179241_P6240106.JPG/SSID23179241_P6240106.JPG,Below: Extant Tibia,Below: Extant Tibia,Extant tibia.,image/jpeg,music;aulos;tibia;wind;,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,,,,1,,Roman,,Not Available,,,,,,"Bronze, Ivory, Bone, Silver",,"Pompeii, Italy",aulos; tibia; wind; extant,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179240_P6240104.JPG,https://archive.org/download/SSID23179240_P6240104.JPG/SSID23179240_P6240104.JPG,"Syrinx Depicting Temples, (Possibly) to Pan","Syrinx Depicting Temples, (Possibly) to Pan","Detail of decorative/ceremonial syrinx depicting temples (possibly) to Pan, two auloi?.",image/jpeg,music;syrinx;panpipe;wind;Pan;aulos;tibia,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,,https://www.bridgemanimages.com/en/noartistknown/italy-naples-museo-archeologico-nazionale-sistrums-organ-and-sistrums-from-pompeii-campagna/object/asset/501465,,1,,Roman,,Not Available,,,,,,Bronze?,,,syrinx; panpipe; wind; Pan; aulos?; tibia?,Timothy J. Moore,P6240099,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179239_P6240100.JPG,https://archive.org/download/SSID23179239_P6240100.JPG/SSID23179239_P6240100.JPG,Extant Sistra,Extant Sistra,Extant sistra.,image/jpeg,music;sistrum;percussion,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,,,,1,,Roman,,Not Available,,,,,,,,,sistrum; percussion; extant; Cult of Isis; Isis,Timothy J. Moore,P6240111,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179238_P6240099.JPG,https://archive.org/download/SSID23179238_P6240099.JPG/SSID23179238_P6240099.JPG,"Syrinx Depicting Temples, (Possibly) to Pan","Syrinx Depicting Temples, (Possibly) to Pan","Decorative/ceremonial syrinx depicting temples (possibly) to Pan, two auloi?.",image/jpeg,music;syrinx;panpipe;wind;Pan;aulos;tibia,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,,https://www.bridgemanimages.com/en/noartistknown/italy-naples-museo-archeologico-nazionale-sistrums-organ-and-sistrums-from-pompeii-campagna/object/asset/501465,,1,,Roman,,Not Available,,,,,,Bronze?,,,syrinx; panpipe; wind; Pan; aulos?; tibia?,Timothy J. Moore,P6240104,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179237_Hansen1.jpg,https://archive.org/download/SSID23179237_Hansen1.jpg/SSID23179237_Hansen1.jpg,Satyr with the Infant Dionysus,Satyr with the Infant Dionysus,Satyr (Silenus?) with the infant Dionysus; the satyr holds cymbals and a syrinx is affixed to the tree trunk.,image/jpeg,music;Dionysus;Bacchic;syrinx;panpipe;wind;cymbals;percussion;Silenus,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,,https://commons.wikimedia.org/wiki/File:Satyr_with_infant_Dionysus.jpg,Farnese Collection,1,,Roman,,Not Available,151AD,200AD,151,151,Roman Empire,Marble,,,Dionysus; Bacchic; syrinx; panpipe; wind; cymbal; percussion; Silenus,Harper Hansen,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179236_Cordivari4.jpg,https://archive.org/download/SSID23179236_Cordivari4.jpg/SSID23179236_Cordivari4.jpg,Blue Glass Vase Depicting a Dionysiac Scene,Blue Glass Vase Depicting a Dionysiac Scene,"Side 2 of a vase depicting a Dionysiac scene - one figure plays a pair of auloi, another plays a syrinx.",image/jpeg,music;aulos;tibia;wind;syrinx;panpipe;Dionysus;Bacchic,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Blue glass vase depicting a Dionysiac scene Alternate Angles,13521,"https://commons.wikimedia.org/wiki/File:Anforisco_cameo_glass_vase_depicting_cupids,_found_in_Pompeii,_in_the_monumental_tomb_outside_the_Villa_with_the_Mosaic_Columns_outside_Herculaneum_Gate._%2848451686982%29.jpg",,1,,Roman,,Not Available,1AD,79AD,1,1,Roman Empire,Glass,,"Pompeii, Italy",aulos; tibia; wind; syrinx; panpipe; Dionysus; Bacchic,Braden Cordivari,Cordivari3,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179235_Cordivari3.jpg,https://archive.org/download/SSID23179235_Cordivari3.jpg/SSID23179235_Cordivari3.jpg,Blue Glass Vase Depicting a Dionysiac Scene,Blue Glass Vase Depicting a Dionysiac Scene,Side 1 of a vase depicting a Dionysiac scene - one figure plays a kithara.,image/jpeg,music;kithara;lyre;string;Dionysus;Bacchic,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Blue glass vase depicting a Dionysiac scene Alternate Angles,13521,https://commons.wikimedia.org/wiki/File:Pompeya_Vaso_Azul_06.jpg,,1,,Roman,,Not Available,1AD,79AD,1,1,Roman Empire,Glass,,"Pompeii, Italy",kithara; lyre; string; Dionysus; Bacchic,Braden Cordivari,Cordivari4,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179234_Cordivari2.jpg,https://archive.org/download/SSID23179234_Cordivari2.jpg/SSID23179234_Cordivari2.jpg,Musical Contest Between Apollo and Marsyas Fresco,Musical Contest Between Apollo and Marsyas Fresco,Fresco with various figures and a kithara.,image/jpeg,music;kithara;lyre;string;Apollo;Marsyas,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,9539,https://www.flickr.com/photos/69716881@N02/39887641993,,1,,Roman,,Not Available,,,,,,,,,kithara; lyre; string; Apollo; Marsyas?,Braden Cordivari,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179233_Cordivari1.jpg,https://archive.org/download/SSID23179233_Cordivari1.jpg/SSID23179233_Cordivari1.jpg,Mosaic Depicting a Street Scene with Musicians and Comedians,Mosaic Depicting a Street Scene with Musicians and Comedians,"Scene depicting 3 comedic figures wearing masks - one woman and one young boy play the aulos, one holds cymbals, and one plays a tympanon; possibly a scene from Menander's Theophoroumene. Note that the artist's signature is present in the mosaic.",image/jpeg,music;aulos;tibia;wind;cymbals;tympanon;percussion;theater;comedy;Cicero,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Naples mosaic Theophoroumene scene Alternate Angles,,"https://commons.wikimedia.org/wiki/File:Mosaic_depicting_street_musicians,_signed_by_Dioskourides_of_Samos,_it_was_found_in_the_so-called_Villa_of_Cicero_near_the_ancient_city_of_Pompeii,_1st_century_BC,_Naples_National_Archaeological_Museum_%2817416686310%29.jpg",,1,Dioscourides of Samos,Roman,Greece,Not Available,200BC,101BC,200  BC,-200,Roman Republic,Mosaic,,"Villa of Cicero, Pompeii, Italy",aulos; tibia; wind; cymbal; tympanon; percussion; theater; comedy; Menander; Theophoroumene; Cybele; Villa of Cicero,Braden Cordivari,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179232_P7171466.JPG,https://archive.org/download/SSID23179232_P7171466.JPG/SSID23179232_P7171466.JPG,Fragment of a Wall Painting Depicting a Female Figure Participating in a Procession,Fragment of a Wall Painting Depicting a Female Figure Participating in a Procession,"A fragment of a wall-painting depicting a female figure participating in a procession, bearing offerings to the goddess with a lily in her left hand.",image/jpeg,varia;procession,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,11651,https://commons.wikimedia.org/wiki/File:The_mycenaean_lady_%288075033760%29.jpg,,1,,Mycenaean,,7/17/16,,,,,,fresco,,,procession; goddess; offering; wall-painting; lily,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179231_P7171464.JPG,https://archive.org/download/SSID23179231_P7171464.JPG/SSID23179231_P7171464.JPG,Boar's Tusk Helmet,Boar's Tusk Helmet,Boar's tusk helmet with cheek-guards and a double bone hook on top.,image/jpeg,varia,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,"6507, 6568",https://commons.wikimedia.org/wiki/File:Boars%27s_tusk_helmet_NAMA6568_Athens_Greece1.jpg,,1,,Mycenaean,,7/17/16,,,,,,bone,,Tomb 515,boar; tusk; helmet; cheek-guard; bone,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179230_P7171462.JPG,https://archive.org/download/SSID23179230_P7171462.JPG/SSID23179230_P7171462.JPG,Ivory Lyre with Elaborate Relief Decoration,Ivory Lyre with Elaborate Relief Decoration,An ivory lyre with elaborate relief decoration.,image/jpeg,music;lyre;string;,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,1972,https://commons.wikimedia.org/wiki/File:Findings_from_tomb_of_Menidi_5.JPG,,1,,Mycenaean,,7/17/16,1400BC,1201BC,1400  BC,-1400,,ivory,,Menidi tholos tomb,ivory; lyre; string; Menidi tholos tomb; extant,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179228_P7171456.JPG,https://archive.org/download/SSID23179228_P7171456.JPG/SSID23179228_P7171456.JPG,Large Krater Depicting Men in Full Armour,Large Krater Depicting Men in Full Armour,A large krater depicting men in full armor in Mycenaean Pictorial style.,image/jpeg,varia;krater,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,1426,"https://commons.wikimedia.org/wiki/File:Mycenaean_Ceramic_Krater_depicting_Warriors_departing_for_battle,_from_Mycenae_Acropolis,_c._1200_BC.jpg",,1,,Mycenaean,,7/17/16,1200BC,1101BC,1200  BC,-1200,,clay,,"the 'House of the Warrior Vase', Mycenae acropolis",Mycenae; Mycenaean Pictorial style; House of the Warrior Vase; war,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179227_P7171454.JPG,https://archive.org/download/SSID23179227_P7171454.JPG/SSID23179227_P7171454.JPG,A Plaster Head,A Plaster Head,"A unique plaster head of a woman, possibly a goddess or a sphinx.",image/jpeg,varia;krater,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,4575,"https://commons.wikimedia.org/wiki/File:Head_sphinx_goddess_Mycenaean,_NAMA_4575_080848.jpg",,1,,Mycenaean,,7/17/16,1300BC,1201BC,1300  BC,-1300,,Plaster,,area of the Cult Centre on the acropolis at Mycenae,sphinx; Mycenae; goddess; Mycenaean,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179226_P7171448.JPG,https://archive.org/download/SSID23179226_P7171448.JPG/SSID23179226_P7171448.JPG,the Harpist of Keros,the Harpist of Keros,A figure of a harpist holding a harp (trigonon).,image/jpeg,music;harp;string,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,3908,"https://commons.wikimedia.org/wiki/File:Marble_statuette_of_male_figure_playing_a_lyre_or_harp._Keros,_Early_Cycladic_II_Period_%28Keros-Syros_culture,_2800-2300_B.C.%29_%2828380155491%29.jpg",,1,,Greek,,7/17/16,2800BC,2300BC,2800 BC,-2800,Early Cycladic II,Parian Marble,,Keros,harp; string; trigonon; Keros,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179225_P7171446.JPG,https://archive.org/download/SSID23179225_P7171446.JPG/SSID23179225_P7171446.JPG,Figurine of An Aulos Player,Figurine of An Aulos Player,A figurine of an aulos player (on right).,image/jpeg,music;aulos;tibia;wind,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,3910,"https://commons.wikimedia.org/wiki/File:Marble_statuette_of_male_figure_playing_a_double_flute._Keros,_Early_Cycladic_II_Period_%28Keros-Syros_Culture,_2800-2300_BC%29._%2828175607780%29.jpg",,1,,Greek,,7/17/16,2800BC,2300BC,2800 BC,-2800,Early Cycladic II,Parian Marble,,Keros,aulos; tibia; wind; Keros,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179224_P7171444.JPG,https://archive.org/download/SSID23179224_P7171444.JPG/SSID23179224_P7171444.JPG,Table Support,Table Support,A table support depicting a Maenad holding a tympanon and a Satyr.,image/jpeg,music;maenad;dance;dancing;satyr;Dionysian;Bacchic;tympanon;percussion ,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,2703,https://commons.wikimedia.org/wiki/File:Table_supports_with_Dionysus_and_Satyr_at_National_Archaeological_Museum_on_27_March_2018.jpg,,1,Attic Workshop,Greek,,7/17/16,250AD,275AD,250,250,,Pentelic marble,,"Gytheion, Lakonia",Maenad; dance; dancing; Satyr; Dionysian; Bacchic; tympanon; percussion ,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179223_P7171442.JPG,https://archive.org/download/SSID23179223_P7171442.JPG/SSID23179223_P7171442.JPG,Statue of the Emperor Augustus ,Statue of the Emperor Augustus ,A statue of Augustus.,image/jpeg,varia;Augustus;statue,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,X. 23322,https://commons.wikimedia.org/wiki/File:Augustus_Bronze_X23322_NAMAthens.jpg,,1,,,,7/17/16,12BC,10BC,12 BC,-12,Roman Empire,Bronze,,Aegean sea between the islands of Euboea and Agios Efstratios,Augustus; statue,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179222_P7171441.JPG,https://archive.org/download/SSID23179222_P7171441.JPG/SSID23179222_P7171441.JPG,Masks,Masks,Sculptures of theater masks dating from the Hellenistic period.,image/jpeg,varia;mask;theater;drama,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,,"https://commons.wikimedia.org/wiki/File:1280_-_Archaeological_Museum,_Athens_-_Theatre_masks_-_Photo_by_Giovanni_Dall%27Orto,_Nov_11_2009.jpg",,1,,Greek,,7/17/16,,,,,,Marble,,,mask; theater; drama,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179221_P7171440.JPG,https://archive.org/download/SSID23179221_P7171440.JPG/SSID23179221_P7171440.JPG,"A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)",A close up of a slab showing Marsyas playing the aulos.,image/jpeg,music;aulos;tibia;wind;Marsyas,Collection,"National Archaeological Museum, Athens",37.98909897,23.73273844,,215,https://www.worldhistory.org/image/2699/marsyas-detail-from-nam-athens-215/,,1,(distinctly Praxitelean style),Greek,,7/17/16,,,,,,Marble,,"Mantineia, Arkadia",aulos; tibia; wind; Marsyas; Scythian,Timothy J. Moore,"P7171435, P7171437, P7171438, P7171439,",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179220_P7171439.JPG ,https://archive.org/download/SSID23179220_P7171439.JPG /SSID23179220_P7171439.JPG ,"A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A slab showing three of the nine Muses. One holds a scroll, one an unidentified object, and one a cithara.",image/jpeg,music;Muse;kithara;lyre;string;bell,Collection,"National Archaeological Museum, Athens",37.98909897,23.73273844,,217,"https://commons.wikimedia.org/wiki/File:Relief_slab_depicting_the_figures_of_three_Muses_%284th_cent._B.C.%29,_National_Archaeological_Museum_of_Athens_%2821_June_2018%29.jpg",,1,(distinctly Praxitelean style),Greek,,7/17/16,,,,,,Marble,,"Mantineia, Arkadia",Muse; scroll; cithara; lyre; string,Timothy J. Moore,"P7171435, P7171437, P7171438, P7171440",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179219_P7171438.JPG,https://archive.org/download/SSID23179219_P7171438.JPG/SSID23179219_P7171438.JPG,"A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A close up of a slab showing a muse holding an aulos, fingering the mouthpiece.",image/jpeg,music;aulos;tibia;wind;Muse;mouthpiece,Collection,"National Archaeological Museum, Athens",37.98909897,23.73273844,,216,"https://commons.wikimedia.org/wiki/File:Relief_slab_depicting_three_Muses_%284th_cent._B.C.%29,_National_Archaeological_Museum_of_Athens_%2821_June_2018%29.jpg",,1,(distinctly Praxitelean style),Greek,,7/17/16,,,,,,Marble,,"Mantineia, Arkadia",aulos; tibia; wind; Muse; mouthpiece,Timothy J. Moore,"P7171435, P7171437, P7171439, P7171440",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179218_P7171437.JPG,https://archive.org/download/SSID23179218_P7171437.JPG/SSID23179218_P7171437.JPG,"A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)",A slab showing three of the nine Muses holding musical instruments.,image/jpeg,music;Muse;aulos;tibia;wind;string;lute;pandoura,Collection,"National Archaeological Museum, Athens",37.98909897,23.73273844,,216,"https://commons.wikimedia.org/wiki/File:Relief_slab_depicting_three_Muses_%284th_cent._B.C.%29,_National_Archaeological_Museum_of_Athens_%2821_June_2018%29.jpg",,1,(distinctly Praxitelean style),Greek,,7/17/16,,,,,,Marble,,"Mantineia, Arkadia",Muse; aulos; tibia; wind; string; lute; pandoura,Timothy J. Moore,"P7171435, P7171438, P7171439, P7171440",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179217_P7171435.JPG,https://archive.org/download/SSID23179217_P7171435.JPG/SSID23179217_P7171435.JPG,"A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)","A Relief Slab From the Revetment of a Pedestal For the Statues of the Delian Trinity (Leto, Apollon and Artemis)",A slab showing a music contest between Apollo holding a kithara and Marsyas playing the aulos and the Scythian standing between them.,image/jpeg,music;kithara;string;lyre;aulos;tibia;wind;Apollo;Marsyas,Collection,"National Archaeological Museum, Athens",37.98909897,23.73273844,,215,"https://commons.wikimedia.org/wiki/File:Relief_slab_depicting_Apollo,_Marsyas,_a_Scythian_%284th_cent._B.C.%29,_National_Archaeological_Museum_of_Athens_%2821_June_2018%29.jpg",,1,(distinctly Praxitelean style),Greek,,7/17/16,,,,,,Marble,,"Mantineia, Arkadia",kithara; string; lyre; aulos; tibia; wind; Apollo;  Marsyas; Scythian,Timothy J. Moore,"P7171437, P7171438, P7171439, P7171440",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179216_P7171432.JPG,https://archive.org/download/SSID23179216_P7171432.JPG/SSID23179216_P7171432.JPG,Funerary Statue of a Siren,Funerary Statue of a Siren,A close up of a funerary statue of a Siren playing a chelys lyre and holding a plectrum.,image/jpeg,music;lyre;string;Siren;plectrum;funeral ,Alternate Angles,"National Archaeological Museum, Athens",37.98909897,23.73273844,Funerary statue of a Siren Alternate Angles,775,https://commons.wikimedia.org/wiki/File:Funerary_statue_of_a_Siren_from_the_ancient_cemetery_of_Kerameikos._330-320_B.C.jpg,,1,,Greek,,7/17/16,330BC,320BC,330  BC,-330,Classical Greek,Pentelic marble,,"Kerameikos, Athens",lyre; string; Siren; chelys; plectrum; funeral ,Timothy J. Moore,P7171430,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179215_P7171430.JPG,https://archive.org/download/SSID23179215_P7171430.JPG/SSID23179215_P7171430.JPG,Funerary Statue of a Siren,Funerary Statue of a Siren,A funerary statue of a Siren playing a chelys lyre and holding a plectrum.,image/jpeg,music;lyre;string;Siren;plectrum;funeral ,Alternate Angles,"National Archaeological Museum, Athens",37.98909897,23.73273844,Funerary statue of a Siren Alternate Angles,775,https://commons.wikimedia.org/wiki/File:Funerary_statue_of_a_Siren_from_the_ancient_cemetery_of_Kerameikos._330-320_B.C.jpg,,1,,Greek,,7/17/16,330BC,320BC,330  BC,-330,Classical Greek,Pentelic marble,,"Kerameikos, Athens",lyre; string; Siren; chelys; plectrum; funeral ,Timothy J. Moore,P7171432,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179214_P7171428.JPG,https://archive.org/download/SSID23179214_P7171428.JPG/SSID23179214_P7171428.JPG,Funerary Statue of a Siren,Funerary Statue of a Siren,A funerary statue of a Siren playing a chelys lyre and a missing plectrum.,image/jpeg,music;lyre;string;Siren;plectrum;funeral ,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,774,https://commons.wikimedia.org/wiki/File:Funerary_statue_of_a_Siren._4th_cent._B.C.jpg,,1,,Greek,,7/17/16,380BC,360BC,380  BC,-380,Classical Greek,Pentelic marble,,"Kerameikos, Athens",lyre; string; Siren; chelys; plectrum; funeral ,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179213_P7171425.JPG,https://archive.org/download/SSID23179213_P7171425.JPG/SSID23179213_P7171425.JPG,Dinos,Dinos,A dinos showing a representation of a satyr play and an aulos.,image/jpeg,music;satyr;aulos;tibia;wind;satyr;play;theater;Dionysus;Dionysian;Bacchic,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,13027,,,1,The Painter of the Athens Dinos,Greek,,7/17/16,449BC,420BC,449 BC,-449,Classical Greek,clay,,Athens,satyr; aulos; tibia; wind; Athens; satyr play; theater; Dionysus; Dionysian; Bacchic,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179212_P7171424.JPG,https://archive.org/download/SSID23179212_P7171424.JPG/SSID23179212_P7171424.JPG,Cylindrical Pyxis,Cylindrical Pyxis,"An alternative view of a cylindrical pyxis showing Mousaios with a harp, Apollo with an olive branch, and Thamyris with a kithara and the Muses Kalliope, Ourania, Polymnia, Sophia, and Terpsichore; it appears that one of the muses also plays a harp and one a lyre; not all the figures described in the label are visible in the photo.",image/jpeg,music;string;kithara;Apollo;inscription;Muse,Alternate Angles,"National Archaeological Museum, Athens",37.98909897,23.73273844,Cylindrical pyxis Alternate Angles,19636,https://mythotopia.eu/?p=artvis&id=4,,1,(In the manner of the Meidias Painter),Greek,,7/17/16,420BC,400BC,420  BC,-420,Classical Greek,clay,,Athens (Olympieion),Mousaios; harp; lyre; string; kithara; Apollo; Thamyris; inscription; Muse; Kalliope; Ourania; Polymnia; Sophia; Terpsichore,Timothy J. Moore,P171422,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179211_P7171422.JPG,https://archive.org/download/SSID23179211_P7171422.JPG/SSID23179211_P7171422.JPG,Cylindrical Pyxis,Cylindrical Pyxis,"A cylindrical pyxis showing Mousaios with a harp, Apollo with an olive branch, and Thamyris with a kithara and the Muses Kalliope, Ourania, Polymnia, Sophia, and Terpsichore; it appears that one of the muses also plays a harp and one a lyre; not all the figures described in the label are visible in the photo.",image/jpeg,music;string;kithara;Apollo;inscription;Muse,Alternate Angles,"National Archaeological Museum, Athens",37.98909897,23.73273844,Cylindrical pyxis Alternate Angles,19636,https://mythotopia.eu/?p=artvis&id=4,,1,(In the manner of the Meidias Painter),Greek,,7/17/16,420BC,400BC,420  BC,-420,Classical Greek,clay,,Athens (Olympieion),Mousaios; harp; lyre; string; kithara; Apollo; Thamyris; inscription; Muse; Kalliope; Ourania; Polymnia; Sophia; Terpsichore,Timothy J. Moore,P171424,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179210_P7171420.JPG,https://archive.org/download/SSID23179210_P7171420.JPG/SSID23179210_P7171420.JPG,Bell Krater,Bell Krater,"Bell krater showing the the satyr Marsyas and Athena; a maenad observes, and Victory crowns Athena.",image/jpeg,music;silenus;satyr;Marsyas;contest;aulos;tibia;wind;maenad;Dionysian;Bacchic,,"National Archaeological Museum, Athens",37.98909897,23.73273844,,1442,https://commons.wikimedia.org/wiki/File:Ancient_Greek_Pottery_Bell_Krater_%2827849349563%29.jpg,,1,Semele Painter,Greek,,7/17/16,450BC,401BC,450  BC,-450,Classical Greek,clay,,"Sphakia (Frangokastello), Crete",Silen; satyr; Marsyas; contest; Athena; aulos; tibia; wind; maenad; Dionysian; Bacchic; Victory; Nike,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
