objectid,filename,title,creator,description,format,subject,grouping,location,latitude,longitude,collection_grouping_location_notes,accession_number,museum_entry_link,collection_number,file_count,artist,culture,country,date_photographed,earliest_date,latest_date,date,style_or_period,materials_or_techniques,measurements,creation_or_discovery_site,tags,photographer,relationships,rights,license_info,,,,,,,,,,,,,
SSID24284207_IMG_3172.JPG,https://archive.org/download/SSID24284207_IMG_3172.JPG/SSID24284207_IMG_3172.JPG,Black-figure Terracotta pelike,Timothy Moore Project Collection,two men playing a board game; an aulos case is hanging up on the far left and a barbitos is hanging up on the far right,image/jpeg,music;lyre;aulos;tibia;string;wind;,,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,,68.27,https://www.metmuseum.org/art/collection/search/255272,Gallery 155,1,Plousios Painter (attributed to),"Greek, Attic",Greece,10/4/18 0:00,530BC,510BC,530 BC,Archaic Greek,terracotta,H. 12 1/16 in. (30.7 cm),,lyre; chelys; aulos; tibia; string; wind; sybene,Carolyn Pohl,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284206_IMG_3112.JPG,https://archive.org/download/SSID24284206_IMG_3112.JPG/SSID24284206_IMG_3112.JPG,Red-figure Terracotta stamnos (jar),Timothy Moore Project Collection,"Two women, one playing an aulos and the other watching and holding a plektrum and a lyre",image/jpeg,music;aulos;tibia;wind;lyre;string;plectrum,,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,,06.1021.178,https://www.metmuseum.org/art/collection/search/247341,Gallery 159,1,Menelaos Painter (attributed to),"Greek, Attic",Greece,10/4/18 0:00,460BC,440BC,460 BC,Classical Greek,terracotta,H. 14 7/8 in. (37.8 cm); diameter 11 7/8 in. (30.2 cm),,aulos; tibia; wind; lyre; string; plektrum,Carolyn Pohl,"IMG_3109, IMG_3110, IMG_3111",https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284205_IMG_3107.JPG,https://archive.org/download/SSID24284205_IMG_3107.JPG/SSID24284205_IMG_3107.JPG,Red-figure Terracotta pelike,Timothy Moore Project Collection,Detail including a female figure holding a lyre,image/jpeg,music;kithara;lyre;string;Aphrodite;plectrum,Alternate Angles,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,Red-figure Terracotta pelike Alternate Angles,37.11.23,https://www.metmuseum.org/art/collection/search/253541,Gallery 159,1,Meidias Painter (attributed to),"Greek, Attic",,10/4/18 0:00,420BC,410BC,420 BC,Classical Greek,terracotta,H. 18 7/8 in. (48 cm); diameter 13 11/16 in. (34.8 cm),,kithara; lyre; string; Musaios; Aphrodite; Deiope; Eumolpos; plektron,Carolyn Pohl,IMG_3106,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284204_IMG_3106.JPG,https://archive.org/download/SSID24284204_IMG_3106.JPG/SSID24284204_IMG_3106.JPG,Red-figure Terracotta pelike,Timothy Moore Project Collection,"Musaios, holding a kithara, with his wife Deiope, his son, Eumolpos, Aphrodite, and Peitho. A female figure also holds a lyre",image/jpeg,music;kithara;lyre;string;Aphrodite;plectrum,Alternate Angles,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,Red-figure Terracotta pelike Alternate Angles,37.11.23,https://www.metmuseum.org/art/collection/search/253541,Gallery 159,1,Meidias Painter (attributed to),"Greek, Attic",Greece,10/4/18 0:00,420BC,410BC,420 BC,Classical Greek,terracotta,H. 18 7/8 in. (48 cm); diameter 13 11/16 in. (34.8 cm),,kithara; lyre; string; Musaios; Aphrodite; Deiope; Eumolpos; plektron,Carolyn Pohl,IMG_3107,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284203_IMG_3117.JPG,https://archive.org/download/SSID24284203_IMG_3117.JPG/SSID24284203_IMG_3117.JPG,Terracotta Eros,Timothy Moore Project Collection,"Eros sitting on a rocky terrain, holding a lyre",image/jpeg,music;lyre;string,,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,,6.1054,https://www.metmuseum.org/art/collection/search/247472,Gallery 159,1,,"Greek, probably Attic",Greece,10/4/18 0:00,400BC,350BC,400 BC,Classical Greek,terracotta,H. 4 7/16 in. (11.3 cm),,lyre; Eros; string,Carolyn Pohl,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284202_IMG_3115.JPG,https://archive.org/download/SSID24284202_IMG_3115.JPG/SSID24284202_IMG_3115.JPG,Red-figure Terracotta bell-krater,Timothy Moore Project Collection,A woman (possibly the poetess Sappho) playing the lyre while two other women listen,image/jpeg,music;lyre;Sappho;poetry;string,,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,,23.160.80,https://www.metmuseum.org/art/collection/search/251413,Gallery 159,1,Danae Painter (attributed to),"Greek, Attic",Greece,10/4/18 0:00,470BC,450BC,470 BC,Classical Greek,terracotta,H. 11 7/8 in. (30.2 cm); diameter of mouth 13 5/8 in. (34.6 cm),,lyre; Sappho; poetry; chelys; string,Carolyn Pohl,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284201_IMG_3104.JPG,https://archive.org/download/SSID24284201_IMG_3104.JPG/SSID24284201_IMG_3104.JPG,Fragment of Apulian red-figure terracotta calyx-krater,Timothy Moore Project Collection,"smaller of two fragments; Apollo holding a kithara, perhaps with Artemis",image/jpeg,music;kithara;lyre;string;Apollo;,,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,,20.196,https://www.metmuseum.org/art/collection/search/250949,Gallery 161,1,Black Fury Painter (attributed to),"Greek, South Italian, Apulian",,10/4/18 0:00,400BC,380BC,400 BC,Classical Greek,terracotta,6 x 3 9/16in. (15.3 x 9cm),,kithara; lyre; string; Apollo,Carolyn Pohl,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284200_IMG_3139.JPG,https://archive.org/download/SSID24284200_IMG_3139.JPG/SSID24284200_IMG_3139.JPG,Black-figure Terracotta pelike,Timothy Moore Project Collection,Three men and a female figure in and around a chariot led by horses; the female figure is carrying two stick-like objects and a man beside the chariot is playing a kithara,image/jpeg,music;kithara;string;lyre,Alternate Angles,"Metropolitan Museum of Art, New York",40.77968842,-73.96317963,Black-figure Terracotta pelike Alternate Angles,,https://www.metmuseum.org/art/collection/search/248662,Gallery 171,1,,Greek,Greece,10/4/18 0:00,500BC,400BC,500 BC,Classical Greek,terracotta,,,kithara;  string; chariot; lyre,Carolyn Pohl,IMG_3140,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284199_IMG_3480.JPG,https://archive.org/download/SSID24284199_IMG_3480.JPG/SSID24284199_IMG_3480.JPG,Wooden Harp,Timothy Moore Project Collection,a wooden shoulder harp with three tuning pegs,image/jpeg,music;harp;string,,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E19474,"https://isac-idb.uchicago.edu/id/391315ef-8a09-4621-9d98-7157c5719731
",N/A,1,,Egyptian,Egypt,10/4/18 0:00,1784BC,1550BC,1784 BC,Egypt: Second Intermediate Period,Wood,,,harp; extant; string,Michael Whisenhunt,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284198_IMG_3475a.JPG,https://archive.org/download/SSID24284198_IMG_3475a.JPG/SSID24284198_IMG_3475a.JPG,Faience sistrum,Timothy Moore Project Collection,on right: a rectangular sistrum incorporating an image of Hathor,image/jpeg,music;sistrum;percussion,Collection,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E10718,https://isac-idb.uchicago.edu/id/49889c76-974b-4da3-b974-1ab1e4155f76,Egyptian Gallery,1,,Egyptian,Egypt,10/4/18 0:00,570BC,526BC,570 BC,Egypt: Late Period,Faience,,,sistrum; Hathor; extant; percussion,Michael Whisenhunt,IMG_3475,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284197_IMG_3475.JPG,https://archive.org/download/SSID24284197_IMG_3475.JPG/SSID24284197_IMG_3475.JPG,Bronze sistrum,Timothy Moore Project Collection,"on left: a sistrum that is rounded at the top incorporating images of Hathor, Bes, Bastet, two sphinxes, and a cat with its kittens",image/jpeg,music;sistrum;percussion,Collection,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E14058,https://isac-idb.uchicago.edu/id/be891963-70e1-4ed4-840a-d186b5c1db99,Egyptian Gallery,1,,Egyptian,Egypt,10/4/18 0:00,700BC,1BC,700 BC,Egypt: Late Period-Roman,Bronze,,,sistrum; Hathor; Bes; Bastet; extant; percussion,Michael Whisenhunt,IMG_3475a,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284196_IMG_3478.JPG,https://archive.org/download/SSID24284196_IMG_3478.JPG/SSID24284196_IMG_3478.JPG,Wooden Rattle,Timothy Moore Project Collection,a rattle made of wood and twine,image/jpeg,music;percussion,,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E7200,https://isac-idb.uchicago.edu/id/842d9ab8-5f64-4ac3-968c-1b975e29dd35,Egyptian Gallery,1,,Egyptian,Egypt,10/4/18 0:00,399BC,199AD,399 BC,Egypt: Ptolemaic-Roman Periods,"Wood, twine",,,rattle; extant; percussion,Michael Whisenhunt,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284195_IMG_3477.JPG,https://archive.org/download/SSID24284195_IMG_3477.JPG/SSID24284195_IMG_3477.JPG,Ivory Clap Stick,Timothy Moore Project Collection,"an ivory clap stick in the form of a hand and an arm with an inscription for the ""maidservant of the Princess Sithathor""",image/jpeg,music;percussion,,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E5518,https://isac-idb.uchicago.edu/id/d1904c9b-fda9-4908-a2a3-4c7d4e1de4bf,Egyptian Gallery,1,,Egyptian,Egypt,10/4/18 0:00,1897BC,1877BC,1897 BC,Egypt: Middle Kingdom,Ivory,,,clap stick; extant; percussion,Michael Whisenhunt,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284194_IMG_3472.JPG,https://archive.org/download/SSID24284194_IMG_3472.JPG/SSID24284194_IMG_3472.JPG,Reed double clarinet,Timothy Moore Project Collection,a double clarinet that has a beating reed mouthpiece and 5 holes on each pipe,image/jpeg,music;double clarinet;wind;reed,,"Institute for the Study of Ancient Cultures Museum, Chicago",41.78938746,-87.59742453,,E10743,https://isac-idb.uchicago.edu/id/2028b94f-a747-4f61-88f4-c8c6ded4ce08,Egyptian Gallery,1,,Egyptian,Egypt,10/4/18 0:00,1410BC,1390BC,1410 BC,Egypt: New Kingdom,Reed,,,double clarinet; extant; wind; reed,Michael Whisenhunt,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID24284193_instrument78.JPG,https://archive.org/download/SSID24284193_instrument78.JPG/SSID24284193_instrument78.JPG,Roman tibia,Timothy Moore Project Collection,a tibia found in  a woman's grave in Roman Syria,image/jpeg,music;tiba;aulos;wind,,"Hannover, Germany",52.37870664,9.732621138,,1976,https://global.museum-digital.org/object/1425685,,1,,Roman,,10/4/18 0:00,101AD,300AD,101,Roman,bone and copper,,"Lebanon, north of Beirut",tiba; aulos; extant; wind; woman; grave,Arnold den Teuling,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179288_P6240220.JPG,https://archive.org/download/SSID23179288_P6240220.JPG/SSID23179288_P6240220.JPG,Apollo seated with a kithara,Timothy Moore Project Collection,Porphyry and marble statue of Apollo seated with a kithara,image/jpeg,music;Apollo;lyre;kithara;string;,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,6281,https://commons.wikimedia.org/wiki/File:Seated_Apollo_in_porphyry_inv_6281_%E2%80%93_MANN_%28Naples%29_%288105253545%29.jpg ,,1,,Roman,,Not Available,101AD,200AD,101,Roman Empire,"Marble, Porphyry",,,Apollo; lyre; kithara; string; Farnese,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179287_P6240215.JPG,https://archive.org/download/SSID23179287_P6240215.JPG/SSID23179287_P6240215.JPG,Relief of a comic scene,Timothy Moore Project Collection,Detail of tibia player,image/jpeg,music;theater;comedy;aulos;tibia;wind;mask;drama,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of a comic scene Alternate Angles,6687,https://ancientrome.ru/art/artworken/img.htm?id=7397,Farnese Collection,1,,Roman,,Not Available,1AD,100AD,1,Neoattic,Marble relief,,,theater; comedy; aulos; tibia; wind; theater mask; drama,Timothy J. Moore,P6240214,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179286_P6240214.JPG,https://archive.org/download/SSID23179286_P6240214.JPG/SSID23179286_P6240214.JPG,Relief of a comic scene,Timothy Moore Project Collection,Relief depicting a comic scene - a character in the middle plays the tibia,image/jpeg,music;theater;comedy;aulos;tibia;wind;mask;drama,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of a comic scene Alternate Angles,6687,https://ancientrome.ru/art/artworken/img.htm?id=7397,Farnese Collection,1,,Roman,,Not Available,1AD,100AD,1,Neoattic,Marble relief,,,theater; comedy; aulos; tibia; wind; theater mask; drama,Timothy J. Moore,P6240215,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179285_P6240213.JPG,https://archive.org/download/SSID23179285_P6240213.JPG/SSID23179285_P6240213.JPG,Relief of Dionysus visitng Icarius,Timothy Moore Project Collection,Detail of tibia player (Silenus?) and figure on right side,image/jpeg,music;Dionysus;Bacchic;myth;aulos;tibia;wind;Silenus;,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Dionysus visitng Icarius Alternate Angles,6713,https://commons.wikimedia.org/wiki/File:Dionysos_and_Ikarios_-_Farnese_Collection_-_MANN_6713_-_LDR_1322.JPG,Farnese Collection,1,,Roman,,Not Available,100BC,100AD,100,Neoattic,Marble relief,,,Dionysus; Bacchic; Icarius; myth; aulos; tibia; wind; Silenus; thyrsus,Timothy J. Moore,P6240212,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179284_P6240212.JPG,https://archive.org/download/SSID23179284_P6240212.JPG/SSID23179284_P6240212.JPG,Relief of Dionysus visiting Icarius,Timothy Moore Project Collection,Relief depicting Dionysus visitng Icarius - a figure to the right (Silenus?) plays the tibia,image/jpeg,music;Dionysus;Bacchic;myth;aulos;tibia;wind;Silenus;,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Dionysus visitng Icarius Alternate Angles,6713,https://commons.wikimedia.org/wiki/File:Dionysos_and_Ikarios_-_Farnese_Collection_-_MANN_6713_-_LDR_1322.JPG,Farnese Collection,1,,Roman,,Not Available,100BC,100AD,100,Neoattic,Marble relief,,,Dionysus; Bacchic; Icarius; myth; aulos; tibia; wind; Silenus; thyrsus,Timothy J. Moore,P6240213,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179283_P6240211.JPG,https://archive.org/download/SSID23179283_P6240211.JPG/SSID23179283_P6240211.JPG,Farnese Bull,Timothy Moore Project Collection,Sculpture showing Dirke being tied to a bull by her brothers as punishment for her treatment of their mother Antiope; a lyre rests against a tree stump,image/jpeg,music;lyre;string;myth,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Farnese Bull Alternate Angles,,https://en.wikipedia.org/wiki/Farnese_Bull,Farnese Collection,1,,Roman,,Not Available,,,,,Marble ,,"Baths of Caracalla, Rome, Italy",Dirke; Antiope; Baths of Caracalla; Farnese; lyre; string; myth; Amphion; Zethus,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179282_P6240203.JPG,https://archive.org/download/SSID23179282_P6240203.JPG/SSID23179282_P6240203.JPG,Relief of Alcibiades and hetairai,Timothy Moore Project Collection,Relief allegedly showing Alcibiades and hetairai - a lyre hangs on Alcibiades' arm; Roman copy of a Hellenistic original,image/jpeg,music;lyre;string;myth;,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Alcibiades and hetairai Alternate Angles,6688,https://commons.wikimedia.org/wiki/File:Napoli_-_Museo_archeologico_nazionale_4090.jpg,,1,,Roman,,Not Available,,,,,Marble relief,,,Alcibiades; hetaira; lyre; string; myth; Farnese,Timothy J. Moore,P6240200,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179281_P6240200.JPG,https://archive.org/download/SSID23179281_P6240200.JPG/SSID23179281_P6240200.JPG,Relief of Alcibiades and hetairai,Timothy Moore Project Collection,Relief allegedly showing Alcibiades and hetairai - a lyre hangs on Alcibiades' arm; Roman copy of a Hellenistic original,image/jpeg,music;lyre;string;myth;,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Alcibiades and hetairai Alternate Angles,6688,https://commons.wikimedia.org/wiki/File:Napoli_-_Museo_archeologico_nazionale_4090.jpg,,1,,Roman,,Not Available,,,,,Marble relief,,,Alcibiades; hetaira; lyre; string; myth; Farnese,Timothy J. Moore,P6240203,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179280_P6240198.JPG,https://archive.org/download/SSID23179280_P6240198.JPG/SSID23179280_P6240198.JPG,"Scene of pygmies reclining on a triclinium couch, playing erotic games",Timothy Moore Project Collection,Scene of pygmies reclining on a triclinium couch and playing erotic games; one plays a tibia,image/jpeg,music;tibia;aulos;wind,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,"Scene of pygmies reclining on a triclinium couch, playing erotic games Alternate Angles",113196,"https://commons.wikimedia.org/wiki/File:Pittura_di_letto_triclinare_con_pigmei_e_giochi_erotici,_da_casa_del_medico_a_pompei,_5079_dc_ca.,_113196,_01.JPG",,1,,Roman,,Not Available,,,,,Fresco,,"House of the Physician, Pompeii, Italy",tibia; aulos; wind; pygmy; pygmies; erotic,Timothy J. Moore,P6240197,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179279_P6240197.JPG,https://archive.org/download/SSID23179279_P6240197.JPG/SSID23179279_P6240197.JPG,"Scene of pygmies reclining on a triclinium couch, playing erotic games",Timothy Moore Project Collection,Scene of pygmies reclining on a triclinium couch and playing erotic games; one plays a tibia,image/jpeg,music;tibia;aulos;wind,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,"Scene of pygmies reclining on a triclinium couch, playing erotic games Alternate Angles",113196,"https://commons.wikimedia.org/wiki/File:Pittura_di_letto_triclinare_con_pigmei_e_giochi_erotici,_da_casa_del_medico_a_pompei,_5079_dc_ca.,_113196,_01.JPG",,1,,Roman,,Not Available,,,,,Fresco,,"House of the Physician, Pompeii, Italy",tibia; aulos; wind; pygmy; pygmies; erotic,Timothy J. Moore,P6240198,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179278_P6240189.JPG,https://archive.org/download/SSID23179278_P6240189.JPG/SSID23179278_P6240189.JPG,Relief of Pan and Hamadryas,Timothy Moore Project Collection,Detail of figure holding auloi,image/jpeg,music;Pan;myth;aulos;tibia;wind,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Pan and Hamadryas Alternate Angles,227708,"https://commons.wikimedia.org/wiki/File:Gabinetto_segreto,_amor_sacro_e_amor_profano_%28o_voluptas_e_virtus%29,_probabilmente_un_falso_moderno,_farnese_27711,_02.jpg",,1,,Roman,,Not Available,,,,,Marble relief,,,Hamadryas; Pan; myth; aulos; tibia; wind,Timothy J. Moore,P6240188,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179277_P6240188.JPG,https://archive.org/download/SSID23179277_P6240188.JPG/SSID23179277_P6240188.JPG,Relief of Pan and Hamadryas,Timothy Moore Project Collection,Scene with Pan and Hamadryas; one figure holds auloi,image/jpeg,music;Pan;myth;aulos;tibia;wind,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Relief of Pan and Hamadryas Alternate Angles,227708,"https://commons.wikimedia.org/wiki/File:Gabinetto_segreto,_amor_sacro_e_amor_profano_%28o_voluptas_e_virtus%29,_probabilmente_un_falso_moderno,_farnese_27711,_02.jpg",,1,,Roman,,Not Available,,,,,Marble relief,,,Hamadryas; Pan; myth; aulos; tibia; wind,Timothy J. Moore,P6240189,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179276_P6240187.JPG,https://archive.org/download/SSID23179276_P6240187.JPG/SSID23179276_P6240187.JPG,Mosaic of theater masks and fruit,Timothy Moore Project Collection,Mosaic of theater mask and fruit,image/jpeg,music;theater;mask;drama;tragedy;,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,9994,"https://commons.wikimedia.org/wiki/File:Festone_con_maschere,_foglie_e_frutta,_da_casa_del_fauno_a_pompei,_s.n.,_01.JPG",,1,,Roman,,Not Available,,,,,Mosaic,,"House of the Faun, Pompeii, Italy",theater; theater mask; drama; House of the Faun; tragedy,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179275_P6240186.JPG,https://archive.org/download/SSID23179275_P6240186.JPG/SSID23179275_P6240186.JPG,Mosaic of Poseidon and Amphitrite in their nuptial carriage,Timothy Moore Project Collection,Detail of Triton,image/jpeg,music;Poseidon;Triton;myth;aulos;tibia;wind,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Mosaic of Poseidon and Amphitrite in their nuptial carriage Alternate Angles,10007,"https://commons.wikimedia.org/wiki/File:Poseidone_e_anfitrite_sul_carro_nuziale,_da_casa_del_granduca_di_Toscana_a_pompei,_10007,_02.JPG",,1,,Roman,,Not Available,,,,,Mosaic,,"House of the Grand Duke of Tuscany, Pompeii, Italy",Poseidon; Amphitrite; Triton; myth; aulos; tibia; wind,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179274_P6240185.JPG,https://archive.org/download/SSID23179274_P6240185.JPG/SSID23179274_P6240185.JPG,Mosaic of Poseidon and Amphitrite in their nuptial carriage,Timothy Moore Project Collection,Detail of lyre player,image/jpeg,music;Poseidon;myth;lyre;string,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Mosaic of Poseidon and Amphitrite in their nuptial carriage Alternate Angles,10007,"https://commons.wikimedia.org/wiki/File:Poseidone_e_anfitrite_sul_carro_nuziale,_da_casa_del_granduca_di_Toscana_a_pompei,_10007,_02.JPG",,1,,Roman,,Not Available,,,,,Mosaic,,"House of the Grand Duke of Tuscany, Pompeii, Italy",Poseidon; Amphitrite; myth; lyre; string,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179273_P6240184.JPG,https://archive.org/download/SSID23179273_P6240184.JPG/SSID23179273_P6240184.JPG,Mosaic of Poseidon and Amphitrite in their nuptial carriage,Timothy Moore Project Collection,"Scene depicting Poseidon and Amphitrite; Triton plays auloi, another plays a lyre",image/jpeg,music;Poseidon;myth;aulos;tibia;wind;lyre;string;Triton,Alternate Angles,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,Mosaic of Poseidon and Amphitrite in their nuptial carriage Alternate Angles,10007,"https://commons.wikimedia.org/wiki/File:Poseidone_e_anfitrite_sul_carro_nuziale,_da_casa_del_granduca_di_Toscana_a_pompei,_10007,_02.JPG",,1,,Roman,,Not Available,,,,,Mosaic,,"House of the Grand Duke of Tuscany, Pompeii, Italy",Poseidon; Amphitrite; myth; aulos; tibia; wind; lyre; string; Triton,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
SSID23179272_P6240182.JPG,https://archive.org/download/SSID23179272_P6240182.JPG/SSID23179272_P6240182.JPG,Mosaic of a comic scene,Timothy Moore Project Collection,Mosaic showing the opening scene of Menander's Synaristosai,image/jpeg,music;theater;comedy;drama;mask;cicero,,"Naples National Archaeological Museum, Naples",40.85339559,14.25058977,,9987,https://commons.wikimedia.org/wiki/File:%27Advice_of_the_Sorceress%27_mosaic_from_Pompeii.jpg,,1,Dioscourides of Samos,Roman,Greece,Not Available,200BC,101BC,200,Roman Republic,Mosaic,,"Villa of Cicero, Pompeii, Italy",theater; comedy; drama; theater mask; Villa of Cicero; Menander; Synaristosai,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.,,,,,,,,,,,,,
